Age,Gender,IsAlive,DeathYear
26,Female,False, 1996
42,Male,False, 2012
18,Male,False, 1988
19,Male,False, 1989
40,Female,False, 2010
18,Male,False, 1988
25,Female,False, 1995
35,Male,False, 2005
51,Male,False, 2021
31,Female,False, 2001
52,Female,False, 2022
0,Female,False, 1970
26,Male,False, 1996
53,Female,True, 
47,Female,False, 2017
36,Female,False, 2006
12,Male,False, 1982
44,Male,False, 2014
21,Female,False, 1991
24,Male,False, 1994
44,Female,False, 2014
14,Male,False, 1984
11,Male,False, 1981
1,Male,False, 1971
27,Female,False, 1997
25,Female,False, 1995
0,Female,False, 1970
1,Male,False, 1971
53,Female,True, 
19,Male,False, 1989
12,Male,False, 1982
41,Male,False, 2011
12,Male,False, 1982
38,Female,False, 2008
35,Male,False, 2005
25,Female,False, 1995
31,Male,False, 2001
16,Male,False, 1986
27,Female,False, 1997
53,Female,True, 
27,Female,False, 1997
42,Female,False, 2012
8,Female,False, 1978
34,Female,False, 2004
40,Male,False, 2010
6,Female,False, 1976
42,Male,False, 2012
45,Female,False, 2015
25,Male,False, 1995
36,Male,False, 2006
46,Female,False, 2016
33,Male,False, 2003
28,Female,False, 1998
35,Female,False, 2005
42,Female,False, 2012
36,Male,False, 2006
38,Male,False, 2008
39,Male,False, 2009
36,Male,False, 2006
1,Female,False, 1971
36,Male,False, 2006
0,Female,False, 1970
42,Male,False, 2012
38,Female,False, 2006
18,Female,False, 1986
31,Female,False, 1999
55,Female,True, 
21,Male,False, 1989
21,Male,False, 1989
34,Male,False, 2002
25,Male,False, 1993
45,Female,False, 2013
52,Male,False, 2020
45,Female,False, 2013
28,Male,False, 1996
55,Female,True, 
5,Male,False, 1973
19,Female,False, 1987
22,Male,False, 1990
55,Female,True, 
53,Female,False, 2021
33,Female,False, 2001
49,Male,False, 2017
6,Female,False, 1974
37,Female,False, 2005
20,Male,False, 1988
49,Female,False, 2017
23,Male,False, 1991
12,Female,False, 1980
28,Female,False, 1996
53,Male,False, 2021
42,Female,False, 2010
27,Male,False, 1995
22,Female,False, 1990
26,Female,False, 1994
35,Male,False, 2003
28,Male,False, 1996
18,Male,False, 1986
43,Male,False, 2011
55,Female,True, 
46,Female,False, 2014
20,Male,False, 1988
29,Male,False, 1997
25,Male,False, 1993
38,Female,False, 2006
34,Male,False, 2002
46,Male,False, 2014
40,Female,False, 2008
43,Female,False, 2011
55,Female,True, 
45,Female,False, 2013
23,Male,False, 1991
16,Female,False, 1984
36,Male,False, 2004
37,Female,False, 2005
16,Female,False, 1984
48,Female,False, 2016
46,Female,False, 2014
38,Female,False, 2006
48,Male,False, 2016
33,Female,False, 2001
36,Female,False, 2004
24,Male,False, 1992
53,Female,False, 2021
25,Male,False, 1993
30,Female,False, 1998
18,Male,False, 1986
30,Male,False, 1998
30,Female,False, 1998
51,Male,False, 2019
42,Male,False, 2010
24,Female,False, 1992
9,Female,False, 1977
37,Female,False, 2005
16,Male,False, 1984
37,Male,False, 2005
46,Male,False, 2014
55,Male,True, 
44,Female,False, 2012
55,Female,True, 
34,Female,False, 2002
45,Male,False, 2013
36,Female,False, 2004
20,Male,False, 1988
22,Male,False, 1990
11,Male,False, 1979
38,Male,False, 2006
45,Female,False, 2013
55,Male,True, 
22,Male,False, 1990
49,Female,False, 2017
30,Female,False, 1998
53,Female,False, 2021
43,Female,False, 2011
25,Male,False, 1993
21,Male,False, 1989
39,Female,False, 2007
35,Male,False, 2003
43,Female,False, 2011
45,Male,False, 2013
5,Female,False, 1973
35,Male,False, 2003
34,Male,False, 2002
53,Female,False, 2021
38,Female,False, 2006
53,Female,False, 2021
37,Male,False, 2005
38,Female,False, 2006
37,Male,False, 2005
46,Male,False, 2014
49,Male,False, 2017
31,Male,False, 1999
47,Female,False, 2015
36,Male,False, 2004
48,Female,False, 2016
32,Female,False, 2000
13,Female,False, 1981
24,Male,False, 1992
37,Male,False, 2005
44,Female,False, 2012
43,Female,False, 2011
23,Female,False, 1991
39,Male,False, 2007
16,Female,False, 1984
14,Male,False, 1982
2,Male,False, 1970
48,Male,False, 2016
45,Female,False, 2013
55,Female,True, 
24,Male,False, 1992
52,Male,False, 2020
55,Male,True, 
47,Female,False, 2015
23,Female,False, 1991
53,Female,False, 2021
21,Female,False, 1989
43,Female,False, 2011
37,Female,False, 2005
41,Female,False, 2009
52,Male,False, 2020
30,Female,False, 1998
5,Female,False, 1973
16,Female,False, 1984
7,Female,False, 1975
34,Female,False, 2002
16,Female,False, 1984
24,Male,False, 1992
37,Male,False, 2005
21,Female,False, 1989
41,Male,False, 2009
3,Female,False, 1971
29,Female,False, 1997
16,Female,False, 1984
52,Male,False, 2020
41,Female,False, 2009
48,Female,False, 2016
55,Male,True, 
37,Female,False, 2005
17,Male,False, 1985
47,Female,False, 2015
55,Female,True, 
52,Female,False, 2020
20,Female,False, 1988
50,Female,False, 2018
27,Female,False, 1995
42,Male,False, 2010
18,Female,False, 1986
40,Male,False, 2008
31,Female,False, 1999
19,Male,False, 1987
49,Female,False, 2017
23,Male,False, 1991
21,Female,False, 1989
40,Female,False, 2008
17,Female,False, 1985
23,Male,False, 1991
41,Male,False, 2009
24,Female,False, 1992
11,Male,False, 1979
33,Male,False, 2001
34,Female,False, 2002
52,Male,False, 2020
39,Male,False, 2007
22,Male,False, 1990
3,Female,False, 1971
41,Female,False, 2009
47,Male,False, 2015
23,Male,False, 1991
18,Male,False, 1986
18,Male,False, 1986
3,Female,False, 1971
16,Male,False, 1984
34,Female,False, 2002
24,Female,False, 1992
28,Female,False, 1996
17,Male,False, 1985
21,Female,False, 1989
46,Female,False, 2014
49,Female,False, 2017
38,Male,False, 2006
52,Male,False, 2020
50,Male,False, 2018
36,Male,False, 2004
25,Male,False, 1993
55,Female,True, 
25,Female,False, 1993
36,Male,False, 2004
26,Male,False, 1994
31,Male,False, 1999
46,Female,False, 2014
16,Male,False, 1984
15,Male,False, 1983
41,Male,False, 2009
12,Female,False, 1980
50,Female,False, 2018
18,Female,False, 1986
20,Female,False, 1988
6,Female,False, 1974
14,Female,False, 1982
50,Female,False, 2018
31,Male,False, 1999
32,Male,False, 2000
14,Male,False, 1982
28,Male,False, 1996
49,Male,False, 2017
25,Male,False, 1993
16,Female,False, 1984
4,Male,False, 1972
53,Female,False, 2021
43,Male,False, 2011
16,Male,False, 1984
42,Female,False, 2010
44,Male,False, 2012
31,Male,False, 1999
26,Female,False, 1994
38,Male,False, 2006
55,Male,True, 
41,Male,False, 2009
26,Male,False, 1994
35,Male,False, 2003
53,Female,False, 2021
45,Female,False, 2013
22,Male,False, 1990
37,Male,False, 2005
22,Female,False, 1990
22,Female,False, 1990
47,Male,False, 2015
51,Male,False, 2019
35,Male,False, 2003
55,Male,True, 
21,Male,False, 1989
38,Female,False, 2006
29,Female,False, 1997
38,Female,False, 2006
42,Male,False, 2010
45,Female,False, 2013
35,Female,False, 2003
48,Male,False, 2016
31,Male,False, 1999
39,Female,False, 2007
17,Male,False, 1985
41,Male,False, 2009
21,Male,False, 1989
35,Female,False, 2003
40,Male,False, 2008
34,Male,False, 2002
30,Female,False, 1998
36,Female,False, 2004
46,Male,False, 2014
2,Male,False, 1970
32,Female,False, 2000
35,Female,False, 2003
47,Male,False, 2015
44,Male,False, 2012
49,Female,False, 2017
33,Female,False, 2001
52,Male,False, 2020
22,Male,False, 1990
29,Male,False, 1997
22,Male,False, 1990
45,Female,False, 2013
55,Female,True, 
55,Female,True, 
43,Male,False, 2011
5,Female,False, 1973
35,Male,False, 2003
50,Female,False, 2018
8,Male,False, 1976
13,Female,False, 1981
22,Male,False, 1990
49,Male,False, 2017
28,Female,False, 1996
50,Male,False, 2018
37,Female,False, 2005
28,Male,False, 1996
26,Female,False, 1994
24,Female,False, 1992
25,Male,False, 1993
43,Male,False, 2011
52,Male,False, 2020
26,Female,False, 1994
15,Female,False, 1983
23,Male,False, 1991
40,Male,False, 2008
32,Female,False, 2000
38,Male,False, 2006
55,Male,True, 
54,Male,False, 2022
41,Female,False, 2009
55,Male,True, 
15,Male,False, 1983
23,Female,False, 1991
55,Female,True, 
28,Female,False, 1996
14,Female,False, 1982
54,Female,False, 2022
15,Female,False, 1983
51,Male,False, 2019
52,Female,False, 2020
35,Female,False, 2003
5,Male,False, 1973
52,Male,False, 2020
54,Male,False, 2022
55,Female,True, 
29,Male,False, 1997
46,Male,False, 2014
32,Male,False, 2000
47,Female,False, 2015
17,Male,False, 1985
32,Male,False, 2000
49,Female,False, 2017
42,Male,False, 2010
20,Female,False, 1988
50,Male,False, 2018
17,Female,False, 1985
37,Male,False, 2005
25,Male,False, 1993
43,Female,False, 2011
26,Female,False, 1994
38,Male,False, 2006
25,Female,False, 1993
32,Male,False, 2000
35,Male,False, 2003
25,Male,False, 1993
19,Male,False, 1987
23,Female,False, 1991
17,Female,False, 1985
15,Female,False, 1983
47,Female,False, 2015
24,Female,False, 1992
17,Female,False, 1985
4,Male,False, 1972
39,Female,False, 2007
55,Female,True, 
40,Male,False, 2008
23,Male,False, 1991
42,Female,False, 2010
5,Female,False, 1973
33,Male,False, 2001
55,Male,True, 
24,Female,False, 1992
37,Male,False, 2005
21,Female,False, 1989
27,Female,False, 1995
37,Female,False, 2005
16,Male,False, 1984
22,Male,False, 1990
13,Female,False, 1981
48,Female,False, 2016
20,Male,False, 1988
55,Male,True, 
37,Female,False, 2005
26,Male,False, 1994
22,Female,False, 1990
45,Male,False, 2013
33,Male,False, 2001
37,Male,False, 2005
49,Female,False, 2017
35,Female,False, 2003
32,Female,False, 2000
34,Female,False, 2002
55,Male,True, 
36,Male,False, 2004
42,Male,False, 2010
20,Male,False, 1988
22,Male,False, 1990
32,Male,False, 2000
52,Male,False, 2020
16,Male,False, 1984
37,Male,False, 2005
47,Female,False, 2015
37,Female,False, 2005
34,Male,False, 2002
14,Male,False, 1982
38,Female,False, 2006
40,Male,False, 2008
47,Male,False, 2015
37,Female,False, 2005
48,Male,False, 2016
2,Male,False, 1970
32,Male,False, 2000
21,Male,False, 1989
13,Female,False, 1981
16,Male,False, 1984
43,Female,False, 2011
18,Female,False, 1986
29,Male,False, 1997
46,Male,False, 2014
21,Female,False, 1989
29,Male,False, 1997
48,Female,False, 2016
26,Male,False, 1994
2,Female,False, 1970
43,Female,False, 2011
16,Male,False, 1984
31,Male,False, 1999
48,Male,False, 2016
35,Female,False, 2003
44,Male,False, 2012
17,Male,False, 1985
16,Male,False, 1984
28,Male,False, 1996
40,Female,False, 2008
40,Female,False, 2008
53,Female,False, 2021
35,Female,False, 2003
52,Male,False, 2020
37,Female,False, 2005
14,Male,False, 1982
35,Female,False, 2003
28,Male,False, 1996
55,Male,True, 
13,Female,False, 1981
22,Male,False, 1990
47,Female,False, 2015
21,Male,False, 1989
11,Male,False, 1979
3,Female,False, 1971
36,Male,False, 2004
45,Female,False, 2013
28,Female,False, 1996
44,Female,False, 2012
46,Male,False, 2014
41,Female,False, 2009
17,Female,False, 1985
18,Male,False, 1986
18,Female,False, 1986
4,Female,False, 1972
10,Female,False, 1978
55,Male,True, 
31,Male,False, 1999
17,Male,False, 1985
36,Male,False, 2004
36,Female,False, 2004
17,Male,False, 1985
23,Male,False, 1991
54,Female,False, 2022
14,Male,False, 1982
26,Female,False, 1994
49,Female,False, 2017
50,Male,False, 2018
31,Male,False, 1999
24,Female,False, 1992
10,Male,False, 1978
42,Female,False, 2010
39,Male,False, 2007
18,Male,False, 1986
28,Male,False, 1996
55,Male,True, 
22,Male,False, 1990
12,Male,False, 1980
22,Female,False, 1990
33,Female,False, 2001
20,Female,False, 1988
24,Male,False, 1992
49,Female,False, 2017
42,Male,False, 2010
41,Male,False, 2009
21,Female,False, 1989
24,Female,False, 1992
47,Female,False, 2015
41,Female,False, 2009
34,Male,False, 2002
54,Female,False, 2022
30,Female,False, 1998
48,Female,False, 2016
55,Male,True, 
43,Female,False, 2011
41,Female,False, 2009
36,Male,False, 2004
54,Female,False, 2022
41,Male,False, 2009
21,Male,False, 1989
52,Female,False, 2020
36,Female,False, 2004
27,Female,False, 1995
46,Female,False, 2014
38,Male,False, 2006
55,Female,True, 
36,Female,False, 2004
29,Male,False, 1997
33,Female,False, 2001
44,Female,False, 2012
29,Female,False, 1997
20,Male,False, 1988
8,Female,False, 1976
2,Female,False, 1970
42,Female,False, 2010
26,Female,False, 1994
49,Female,False, 2017
55,Male,True, 
25,Male,False, 1993
55,Female,True, 
41,Male,False, 2009
38,Male,False, 2006
49,Female,False, 2017
49,Female,False, 2017
25,Female,False, 1993
33,Female,False, 2001
55,Male,True, 
34,Male,False, 2002
53,Female,False, 2021
55,Female,True, 
28,Male,False, 1996
35,Female,False, 2003
51,Female,False, 2019
28,Male,False, 1996
4,Female,False, 1972
31,Female,False, 1999
47,Male,False, 2015
23,Female,False, 1991
44,Female,False, 2012
33,Male,False, 2001
46,Male,False, 2014
24,Female,False, 1992
47,Male,False, 2015
32,Female,False, 2000
27,Female,False, 1995
18,Female,False, 1986
25,Male,False, 1993
22,Female,False, 1990
55,Female,True, 
33,Male,False, 2001
50,Male,False, 2018
52,Male,False, 2020
31,Female,False, 1999
24,Male,False, 1992
12,Female,False, 1980
38,Male,False, 2006
53,Female,False, 2021
17,Female,False, 1985
33,Female,False, 2001
48,Female,False, 2016
17,Male,False, 1985
49,Male,False, 2017
34,Female,False, 2002
37,Male,False, 2005
29,Female,False, 1997
40,Male,False, 2008
39,Female,False, 2007
45,Female,False, 2013
15,Female,False, 1983
15,Female,False, 1983
45,Male,False, 2013
31,Female,False, 1999
50,Male,False, 2018
33,Male,False, 2001
29,Male,False, 1997
38,Female,False, 2006
25,Male,False, 1993
42,Female,False, 2010
36,Male,False, 2004
35,Female,False, 2003
20,Male,False, 1988
38,Female,False, 2006
47,Female,False, 2015
28,Female,False, 1996
16,Male,False, 1984
42,Male,False, 2010
40,Male,False, 2008
52,Male,False, 2020
50,Female,False, 2018
28,Male,False, 1996
42,Male,False, 2010
33,Male,False, 2001
40,Female,False, 2008
22,Female,False, 1990
47,Female,False, 2015
18,Female,False, 1986
34,Female,False, 2002
29,Female,False, 1997
41,Female,False, 2009
35,Male,False, 2003
32,Female,False, 2000
32,Male,False, 2000
53,Male,False, 2021
28,Male,False, 1996
34,Female,False, 2002
41,Male,False, 2009
55,Male,True, 
40,Male,False, 2008
22,Male,False, 1990
51,Male,False, 2019
26,Female,False, 1994
37,Male,False, 2005
27,Female,False, 1995
26,Male,False, 1994
38,Female,False, 2006
37,Female,False, 2005
34,Male,False, 2002
26,Female,False, 1994
23,Male,False, 1991
28,Male,False, 1996
25,Male,False, 1993
44,Female,False, 2012
30,Female,False, 1998
23,Male,False, 1991
49,Female,False, 2017
41,Male,False, 2009
12,Male,False, 1980
51,Male,False, 2019
24,Female,False, 1992
12,Male,False, 1980
20,Female,False, 1988
36,Female,False, 2004
36,Male,False, 2004
22,Male,False, 1990
36,Male,False, 2004
54,Male,False, 2022
46,Male,False, 2014
6,Female,False, 1974
16,Male,False, 1984
32,Female,False, 2000
21,Female,False, 1989
48,Female,False, 2016
43,Female,False, 2011
30,Male,False, 1998
23,Male,False, 1991
35,Female,False, 2003
40,Male,False, 2008
32,Male,False, 2000
28,Female,False, 1996
20,Male,False, 1988
49,Female,False, 2017
38,Female,False, 2006
17,Female,False, 1985
37,Male,False, 2005
34,Female,False, 2002
55,Female,True, 
34,Female,False, 2002
41,Male,False, 2009
47,Female,False, 2015
21,Female,False, 1989
23,Male,False, 1991
42,Female,False, 2010
50,Female,False, 2018
36,Male,False, 2004
38,Female,False, 2006
32,Male,False, 2000
29,Female,False, 1997
39,Male,False, 2007
34,Male,False, 2002
55,Male,True, 
44,Female,False, 2012
45,Female,False, 2013
46,Female,False, 2014
45,Female,False, 2013
46,Male,False, 2014
55,Male,True, 
31,Female,False, 1999
24,Female,False, 1992
39,Male,False, 2007
42,Female,False, 2010
28,Male,False, 1996
32,Male,False, 2000
46,Female,False, 2014
55,Male,True, 
41,Male,False, 2009
3,Female,False, 1971
19,Male,False, 1987
39,Female,False, 2007
45,Female,False, 2013
27,Male,False, 1995
21,Female,False, 1989
29,Female,False, 1997
19,Male,False, 1987
45,Female,False, 2013
26,Female,False, 1994
47,Female,False, 2015
55,Male,True, 
27,Male,False, 1995
27,Male,False, 1995
17,Female,False, 1985
19,Female,False, 1987
45,Female,False, 2013
28,Female,False, 1996
23,Female,False, 1991
36,Female,False, 2004
52,Female,False, 2020
23,Male,False, 1991
52,Female,False, 2020
39,Male,False, 2007
32,Female,False, 2000
34,Male,False, 2002
38,Male,False, 2006
44,Female,False, 2012
10,Female,False, 1978
27,Female,False, 1995
42,Male,False, 2010
31,Female,False, 1999
51,Female,False, 2019
28,Female,False, 1996
49,Female,False, 2017
16,Male,False, 1984
51,Female,False, 2019
18,Male,False, 1986
19,Female,False, 1987
28,Female,False, 1996
22,Female,False, 1990
45,Female,False, 2013
35,Female,False, 2003
24,Female,False, 1992
33,Male,False, 2001
20,Female,False, 1988
47,Female,False, 2015
36,Male,False, 2004
55,Male,True, 
55,Male,True, 
47,Male,False, 2015
53,Male,False, 2021
26,Male,False, 1994
23,Male,False, 1991
55,Female,True, 
38,Male,False, 2006
42,Female,False, 2010
51,Female,False, 2019
37,Female,False, 2005
47,Male,False, 2015
36,Male,False, 2004
31,Female,False, 1999
49,Female,False, 2017
50,Male,False, 2018
28,Female,False, 1996
20,Female,False, 1988
36,Female,False, 2004
21,Female,False, 1989
30,Male,False, 1998
28,Female,False, 1996
4,Male,False, 1972
37,Female,False, 2005
48,Male,False, 2016
36,Female,False, 2004
29,Male,False, 1997
29,Female,False, 1997
29,Male,False, 1997
33,Male,False, 2001
50,Male,False, 2018
32,Male,False, 2000
27,Female,False, 1995
53,Female,False, 2021
53,Male,False, 2021
32,Female,False, 2000
55,Male,True, 
38,Male,False, 2006
38,Male,False, 2006
46,Female,False, 2014
19,Male,False, 1987
37,Female,False, 2005
55,Female,True, 
26,Female,False, 1994
38,Male,False, 2006
31,Male,False, 1999
49,Female,False, 2017
46,Female,False, 2014
43,Male,False, 2011
34,Female,False, 2002
34,Female,False, 2002
49,Female,False, 2017
46,Male,False, 2014
50,Female,False, 2018
25,Male,False, 1993
14,Female,False, 1982
24,Female,False, 1992
31,Female,False, 1999
25,Female,False, 1993
45,Male,False, 2013
55,Male,True, 
55,Male,True, 
41,Male,False, 2009
28,Female,False, 1996
53,Female,False, 2021
11,Male,False, 1979
55,Female,True, 
52,Male,False, 2020
48,Male,False, 2016
48,Female,False, 2016
43,Male,False, 2011
22,Male,False, 1990
37,Male,False, 2005
24,Male,False, 1992
36,Female,False, 2004
29,Female,False, 1997
20,Female,False, 1988
52,Male,False, 2020
39,Male,False, 2007
31,Male,False, 1999
36,Male,False, 2004
31,Male,False, 1999
11,Male,False, 1979
20,Male,False, 1988
51,Female,False, 2019
48,Female,False, 2016
32,Male,False, 2000
46,Female,False, 2014
39,Female,False, 2007
29,Male,False, 1997
42,Male,False, 2010
55,Female,True, 
26,Male,False, 1994
31,Male,False, 1999
38,Male,False, 2006
29,Female,False, 1997
40,Female,False, 2008
26,Male,False, 1994
43,Male,False, 2011
45,Female,False, 2013
36,Male,False, 2004
52,Female,False, 2020
28,Male,False, 1996
51,Female,False, 2019
51,Female,False, 2019
23,Male,False, 1991
42,Female,False, 2010
55,Male,True, 
39,Male,False, 2007
46,Female,False, 2014
37,Male,False, 2005
31,Female,False, 1999
54,Male,False, 2022
55,Female,True, 
44,Female,False, 2012
20,Female,False, 1988
53,Male,False, 2021
37,Male,False, 2005
22,Male,False, 1990
39,Female,False, 2007
42,Male,False, 2010
50,Female,False, 2018
42,Female,False, 2010
19,Male,False, 1987
42,Male,False, 2010
50,Female,False, 2018
37,Male,False, 2005
27,Female,False, 1995
33,Male,False, 2001
32,Male,False, 2000
36,Male,False, 2004
42,Female,False, 2010
33,Male,False, 2001
13,Male,False, 1981
39,Female,False, 2007
31,Female,False, 1999
28,Male,False, 1996
55,Female,True, 
34,Male,False, 2002
46,Female,False, 2014
39,Male,False, 2007
59,Male,True, 
37,Male,False, 2001
40,Male,False, 2004
50,Female,False, 2014
22,Female,False, 1986
41,Female,False, 2005
33,Female,False, 1997
26,Female,False, 1990
53,Female,False, 2017
17,Female,False, 1981
52,Female,False, 2016
42,Male,False, 2006
42,Male,False, 2006
24,Female,False, 1988
33,Male,False, 1997
27,Female,False, 1991
45,Female,False, 2009
29,Female,False, 1993
27,Male,False, 1991
25,Male,False, 1989
28,Male,False, 1992
38,Male,False, 2002
53,Female,False, 2017
11,Male,False, 1975
40,Female,False, 2004
16,Male,False, 1980
10,Female,False, 1974
36,Male,False, 2000
43,Female,False, 2007
54,Female,False, 2018
44,Male,False, 2008
38,Female,False, 2002
23,Female,False, 1987
59,Female,True, 
29,Female,False, 1993
53,Female,False, 2017
49,Female,False, 2013
36,Male,False, 2000
47,Female,False, 2011
49,Female,False, 2013
33,Male,False, 1997
44,Female,False, 2008
50,Male,False, 2014
10,Male,False, 1974
38,Female,False, 2002
18,Female,False, 1982
20,Female,False, 1984
44,Male,False, 2008
27,Male,False, 1991
34,Male,False, 1998
54,Female,False, 2018
42,Male,False, 2006
34,Female,False, 1998
44,Female,False, 2008
27,Female,False, 1991
41,Female,False, 2005
24,Male,False, 1988
50,Male,False, 2014
36,Male,False, 2000
36,Male,False, 2000
23,Male,False, 1987
43,Female,False, 2007
26,Female,False, 1990
46,Male,False, 2010
48,Male,False, 2012
17,Male,False, 1981
32,Female,False, 1996
46,Male,False, 2010
59,Female,True, 
21,Male,False, 1985
51,Female,False, 2015
42,Female,False, 2006
10,Female,False, 1974
47,Male,False, 2011
23,Male,False, 1987
49,Male,False, 2013
45,Female,False, 2009
59,Male,True, 
20,Male,False, 1984
9,Female,False, 1973
34,Male,False, 1998
46,Female,False, 2010
33,Male,False, 1997
40,Male,False, 2004
41,Female,False, 2005
24,Female,False, 1988
22,Female,False, 1986
44,Female,False, 2008
23,Male,False, 1987
37,Female,False, 2001
35,Female,False, 1999
17,Male,False, 1981
15,Male,False, 1979
20,Female,False, 1984
59,Male,True, 
45,Male,False, 2009
52,Male,False, 2016
17,Male,False, 1981
24,Female,False, 1988
57,Male,False, 2021
35,Female,False, 1999
42,Male,False, 2006
42,Male,False, 2006
23,Female,False, 1987
39,Female,False, 2003
39,Female,False, 2003
10,Female,False, 1974
32,Male,False, 1996
31,Female,False, 1995
34,Male,False, 1998
33,Male,False, 1997
17,Female,False, 1981
49,Female,False, 2013
7,Male,False, 1971
39,Male,False, 2003
43,Male,False, 2007
32,Male,False, 1996
50,Male,False, 2014
15,Female,False, 1979
27,Female,False, 1991
32,Male,False, 1996
37,Female,False, 2001
32,Female,False, 1996
36,Female,False, 2000
19,Male,False, 1983
24,Male,False, 1988
40,Male,False, 2004
34,Male,False, 1998
21,Female,False, 1985
34,Female,False, 1998
24,Female,False, 1988
32,Male,False, 1996
47,Male,False, 2011
51,Female,False, 2015
50,Female,False, 2014
48,Male,False, 2012
59,Female,True, 
46,Male,False, 2010
17,Male,False, 1981
42,Female,False, 2006
40,Male,False, 2004
51,Female,False, 2015
47,Male,False, 2011
20,Male,False, 1984
33,Male,False, 1997
23,Male,False, 1987
7,Male,False, 1971
32,Male,False, 1996
35,Male,False, 1999
39,Female,False, 2003
19,Female,False, 1983
46,Male,False, 2010
59,Female,True, 
27,Female,False, 1991
34,Male,False, 1998
59,Female,True, 
17,Female,False, 1981
32,Male,False, 1996
32,Male,False, 1996
25,Female,False, 1989
30,Male,False, 1994
30,Female,False, 1994
32,Female,False, 1996
33,Male,False, 1997
28,Male,False, 1992
42,Female,False, 2006
26,Male,False, 1990
56,Male,False, 2020
48,Male,False, 2012
33,Female,False, 1997
18,Male,False, 1982
48,Female,False, 2012
43,Male,False, 2007
41,Female,False, 2005
26,Male,False, 1990
34,Female,False, 1998
49,Female,False, 2013
33,Male,False, 1997
33,Male,False, 1997
45,Female,False, 2009
25,Female,False, 1989
42,Male,False, 2006
59,Female,True, 
52,Female,False, 2016
29,Male,False, 1993
33,Female,False, 1997
28,Female,False, 1992
32,Male,False, 1996
24,Male,False, 1988
16,Male,False, 1980
31,Male,False, 1995
34,Male,False, 1998
48,Male,False, 2012
23,Male,False, 1987
59,Female,True, 
17,Female,False, 1981
37,Male,False, 2001
21,Male,False, 1985
59,Female,True, 
19,Female,False, 1983
31,Female,False, 1995
37,Male,False, 2001
